44,pinge,13.88
44,temp,15.0
44,gps,28.77
45,rpm,0.31
45,vool,17.16
45,pinge,13.92
45,temp,14.96
45,gps,30.94
46,rpm,0.38
46,vool,17.12
46,pinge,13.91
46,temp,14.91
46,gps,33.93
47,rpm,0.43
47,vool,17.09
47,pinge,13.86
47,temp,14.91
47,gps,34.1
48,rpm,0.43
48,vool,17.07
48,pinge,13.82
48,temp,14.91
48,gps,34.19
49,rpm,0.39
49,vool,17.06
49,pinge,13.84
49,temp,14.94
49,gps,31.61
50,rpm,0.36
50,vool,17.04
50,pinge,13.85
50,temp,14.92
50,gps,30.28
51,rpm,0.41
51,vool,17.05
51,pinge,13.88
51,temp,14.93
51,gps,32.48
52,rpm,0.36
52,vool,17.1
52,pinge,13.91
52,temp,14.95
52,gps,32.54
53,rpm,0.32
53,vool,17.06
53,pinge,13.89
53,temp,14.91
53,gps,34.62
54,rpm,0.29
54,vool,17.01
54,pinge,13.93
54,temp,14.91
54,gps,34.74
55,rpm,0.23
55,vool,17.0
55,pinge,13.89
55,temp,14.93
55,gps,35.27
56,rpm,0.2
56,vool,16.97
56,pinge,13.91
56,temp,14.94
56,gps,36.3
57,rpm,0.22
57,vool,16.95
57,pinge,13.92
57,temp,14.91
57,gps,35.83
58,rpm,0.14
58,vool,16.99
58,pinge,13.92
58,temp,14.92
58,gps,34.76
59,rpm,0.11
59,vool,17.0
59,pinge,13.87
59,temp,14.92
59,gps,32.1
60,rpm,0.15
60,vool,17.01
60,pinge,13.92
60,temp,14.92
60,gps,34.07
61,rpm,0.16
61,vool,17.01
61,pinge,13.95
61,temp,14.96
61,gps,37.0
62,rpm,0.15
62,vool,17.01
62,pinge,13.91
62,temp,14.91
62,gps,38.81
63,rpm,0.19
63,vool,17.03
63,pinge,13.94
63,temp,14.87
63,gps,37.59
64,rpm,0.16
64,vool,17.06
64,pinge,13.95
64,temp,14.87
64,gps,35.43
65,rpm,0.18
65,vool,17.1
65,pinge,13.96
65,temp,14.84
65,gps,35.29
66,rpm,0.29
66,vool,17.08
66,pinge,13.92
66,temp,14.79
66,gps,37.72
67,rpm,0.36
67,vool,17.08
67,pinge,13.89
67,temp,14.75
67,gps,34.74
68,rpm,0.4
68,vool,17.05
68,pinge,13.88
68,temp,14.71
68,gps,31.87
69,rpm,0.48
69,vool,17.09
69,pinge,13.89
69,temp,14.67
69,gps,29.59
70,rpm,0.5
70,vool,17.13
70,pinge,13.88
70,temp,14.69
70,gps,26.86
71,rpm,0.6
71,vool,17.1
71,pinge,13.9
71,temp,14.7
71,gps,27.18
72,rpm,0.67
72,vool,17.08
72,pinge,13.89
72,temp,14.68
72,gps,28.03
73,rpm,0.73
73,vool,17.1
73,pinge,13.88
73,temp,14.69
73,gps,27.47
74,rpm,0.68
74,vool,17.06
74,pinge,13.89
74,temp,14.67
74,gps,27.24
75,rpm,0.63
75,vool,17.11
75,pinge,13.93
75,temp,14.69
75,gps,25.41
76,rpm,0.65
76,vool,17.13
76,pinge,13.98
76,temp,14.72
76,gps,24.45
77,rpm,0.6
77,vool,17.11
77,pinge,13.95
77,temp,14.72
77,gps,27.17
78,rpm,0.5
78,vool,17.12
78,pinge,13.91
78,temp,14.77
78,gps,25.84
79,rpm,0.59
79,vool,17.12
79,pinge,13.89
79,temp,14.82
79,gps,22.87
80,rpm,0.56
80,vool,17.08
80,pinge,13.94
80,temp,14.78
80,gps,21.62
81,rpm,0.56
81,vool,17.12
81,pinge,13.97
81,temp,14.76
81,gps,24.53
82,rpm,0.5
82,vool,17.15
82,pinge,13.95
82,temp,14.78
82,gps,22.11
83,rpm,0.55
83,vool,17.12
83,pinge,13.93
83,temp,14.8
83,gps,24.99
84,rpm,0.46
84,vool,17.08
84,pinge,13.96
84,temp,14.8
84,gps,24.4
85,rpm,0.43
85,vool,17.12
85,pinge,13.92
85,temp,14.82
85,gps,24.66
86,rpm,0.44
86,vool,17.08
86,pinge,13.88
86,temp,14.82
86,gps,24.97
87,rpm,0.37
87,vool,17.12
87,pinge,13.84
87,temp,14.77
87,gps,23.88
88,rpm,0.27
88,vool,17.11
88,pinge,13.79
88,temp,14.78
88,gps,23.41
89,rpm,0.22
89,vool,17.07
89,pinge,13.75
89,temp,14.75
89,gps,26.01
90,rpm,0.31
90,vool,17.03
90,pinge,13.74
90,temp,14.7
90,gps,28.1
91,rpm,0.4
91,vool,17.07
91,pinge,13.77
91,temp,14.68
91,gps,29.89
92,rpm,0.38
92,vool,17.1
92,pinge,13.74
92,temp,14.69
92,gps,30.08
93,rpm,0.37
93,vool,17.1
93,pinge,13.79
93,temp,14.7
93,gps,29.16
94,rpm,0.35
94,vool,17.13
94,pinge,13.76
94,temp,14.7
94,gps,31.64
95,rpm,0.27
95,vool,17.17
95,pinge,13.74
95,temp,14.71
95,gps,33.19
96,rpm,0.3
96,vool,17.13
96,pinge,13.76
96,temp,14.71
96,gps,33.46
97,rpm,0.3
97,vool,17.13
97,pinge,13.74
97,temp,14.68
97,gps,35.81
98,rpm,0.38
98,vool,17.11
98,pinge,13.77
98,temp,14.71
98,gps,34.09
99,rpm,0.29
99,vool,17.14
99,pinge,13.77
99,temp,14.74
99,gps,31.45
100,rpm,0.35
100,vool,17.17
100,pinge,13.81
100,temp,14.73
100,gps,28.52
101,rpm,0.31
101,vool,17.15
101,pinge,13.77
101,temp,14.7
101,gps,26.93
102,rpm,0.29
102,vool,17.11
102,pinge,13.73
102,temp,14.71
102,gps,26.95
103,rpm,0.2
103,vool,17.15
103,pinge,13.7
103,temp,14.7
103,gps,27.55
104,rpm,0.13
104,vool,17.15
104,pinge,13.75
104,temp,14.69
104,gps,27.86
105,rpm,0.05
105,vool,17.17
105,pinge,13.8
105,temp,14.7
105,gps,29.27
106,rpm,0.01
106,vool,17.21
106,pinge,13.84
106,temp,14.67
106,gps,28.02
107,rpm,0.04
107,vool,17.26
107,pinge,13.86
107,temp,14.67
107,gps,29.66
108,rpm,0.02
108,vool,17.27
108,pinge,13.87
108,temp,14.7
108,gps,27.36
109,rpm,0.12
109,vool,17.27
109,pinge,13.85
109,temp,14.73
109,gps,29.43
110,rpm,0.2
110,vool,17.32
110,pinge,13.85
110,temp,14.69
110,gps,29.38
111,rpm,0.16
111,vool,17.28
111,pinge,13.83
111,temp,14.66
111,gps,27.74
112,rpm,0.18
112,vool,17.31
112,pinge,13.86
112,temp,14.7
112,gps,27.24
113,rpm,0.26
113,vool,17.34
113,pinge,13.87
113,temp,14.74
113,gps,25.12
114,rpm,0.26
114,vool,17.32
114,pinge,13.88
114,temp,14.77
114,gps,23.91
115,rpm,0.33
115,vool,17.36
115,pinge,13.9
115,temp,14.76
115,gps,22.88
116,rpm,0.35
116,vool,17.34
116,pinge,13.88
116,temp,14.74
116,gps,22.34
117,rpm,0.44
117,vool,17.35
117,pinge,13.88
117,temp,14.71
117,gps,24.39
118,rpm,0.51
118,vool,17.39
118,pinge,13.88
118,temp,14.75
118,gps,22.43
119,rpm,0.42
119,vool,17.36
119,pinge,13.89
119,temp,14.73
119,gps,24.17
120,rpm,0.46
120,vool,17.35
120,pinge,13.94
120,temp,14.78
120,gps,26.91
121,rpm,0.38
121,vool,17.3
121,pinge,13.96
121,temp,14.73
121,gps,28.05
122,rpm,0.45
122,vool,17.28
122,pinge,14.0
122,temp,14.72
122,gps,29.7
123,rpm,0.56
123,vool,17.24
123,pinge,14.03
123,temp,14.68
123,gps,29.19
124,rpm,0.52
124,vool,17.21
124,pinge,14.06
124,temp,14.67
124,gps,31.68
125,rpm,0.62
125,vool,17.16
125,pinge,14.01
125,temp,14.71
125,gps,32.42
126,rpm,0.69
126,vool,17.11
126,pinge,13.99
126,temp,14.73
126,gps,34.59
127,rpm,0.8
127,vool,17.07
127,pinge,14.0
127,temp,14.78
127,gps,35.77
128,rpm,0.85
128,vool,17.05
128,pinge,13.95
128,temp,14.81
128,gps,38.1
129,rpm,0.9
129,vool,17.0
129,pinge,14.0
129,temp,14.83
129,gps,35.14
130,rpm,0.93
130,vool,16.99
130,pinge,14.0
130,temp,14.83
130,gps,37.62
131,rpm,0.86
131,vool,17.01
131,pinge,14.02
131,temp,14.85
131,gps,35.77
132,rpm,0.91
132,vool,16.97
132,pinge,14.07
132,temp,14.85
132,gps,37.96
133,rpm,0.86
133,vool,17.01
133,pinge,14.12
133,temp,14.81
133,gps,38.5
134,rpm,0.9
134,vool,17.04
134,pinge,14.15
134,temp,14.83
134,gps,35.74
135,rpm,0.88
135,vool,17.05
135,pinge,14.15
135,temp,14.84
135,gps,34.12
136,rpm,0.99
136,vool,17.1
136,pinge,14.11
136,temp,14.83
136,gps,32.49
137,rpm,1.0
137,vool,17.14
137,pinge,14.08
137,temp,14.88
137,gps,32.78
138,rpm,1.09
138,vool,17.13
138,pinge,14.06
138,temp,14.93
138,gps,30.15
139,rpm,1.08
139,vool,17.14
139,pinge,14.02
139,temp,14.98
139,gps,30.42
140,rpm,1.08
140,vool,17.16
140,pinge,14.05
140,temp,15.01
140,gps,28.73
141,rpm,1.09
141,vool,17.12
141,pinge,14.0
141,temp,15.01
141,gps,30.85
142,rpm,1.09
142,vool,17.07
142,pinge,13.98
142,temp,14.98
142,gps,33.1
143,rpm,1.19
143,vool,17.06
143,pinge,13.96
143,temp,14.94
143,gps,34.03
144,rpm,1.1
144,vool,17.05
144,pinge,13.98
144,temp,14.94
144,gps,32.09
145,rpm,1.08
145,vool,17.1
145,pinge,13.99
145,temp,14.93
145,gps,33.27
146,rpm,1.14
146,vool,17.08
146,pinge,13.98
146,temp,14.91
146,gps,32.96
147,rpm,1.15
147,vool,17.11
147,pinge,13.94
147,temp,14.93
147,gps,35.16
148,rpm,1.26
148,vool,17.15
148,pinge,13.89
148,temp,14.93
148,gps,33.36
149,rpm,1.32
149,vool,17.15
149,pinge,13.88
149,temp,14.88
149,gps,33.08
150,rpm,1.34
150,vool,17.1
150,pinge,13.86
150,temp,14.87
150,gps,31.36
151,rpm,1.32
151,vool,17.14
151,pinge,13.91
151,temp,14.87
151,gps,31.6
152,rpm,1.43
152,vool,17.16
152,pinge,13.89
152,temp,14.88
152,gps,32.76
153,rpm,1.36
153,vool,17.12
153,pinge,13.93
153,temp,14.9
153,gps,32.22
154,rpm,1.29
154,vool,17.09
154,pinge,13.95
154,temp,14.94
154,gps,34.91
155,rpm,1.29
155,vool,17.07
155,pinge,13.92
155,temp,14.96
155,gps,35.65
156,rpm,1.33
156,vool,17.05
156,pinge,13.9
156,temp,14.92
156,gps,33.81
157,rpm,1.34
157,vool,17.0
157,pinge,13.91
157,temp,14.93
157,gps,32.13
158,rpm,1.28
158,vool,16.99
158,pinge,13.87
158,temp,14.97
158,gps,32.58
159,rpm,1.24
159,vool,17.0
159,pinge,13.92
159,temp,14.95
159,gps,32.38
160,rpm,1.21
160,vool,17.02
160,pinge,13.87
160,temp,14.92
160,gps,34.47
161,rpm,1.32
161,vool,17.0
161,pinge,13.83
161,temp,14.93
161,gps,32.8
162,rpm,1.24
162,vool,17.04
162,pinge,13.86
162,temp,14.88
162,gps,31.68
163,rpm,1.24
163,vool,17.06
163,pinge,13.83
163,temp,14.89
163,gps,30.74
164,rpm,1.2
164,vool,17.03
164,pinge,13.8
164,temp,14.92
164,gps,33.21
165,rpm,1.29
165,vool,17.05
165,pinge,13.81
165,temp,14.89
165,gps,30.85
166,rpm,1.34
166,vool,17.01
166,pinge,13.79
166,temp,14.87
166,gps,32.89
167,rpm,1.37
167,vool,17.01
167,pinge,13.76
167,temp,14.88
167,gps,31.56
168,rpm,1.4
168,vool,17.01
168,pinge,13.78
168,temp,14.89
168,gps,33.89
169,rpm,1.48
169,vool,17.01
169,pinge,13.81
169,temp,14.93
169,gps,32.15
170,rpm,1.48
170,vool,17.0
170,pinge,13.79
170,temp,14.93
170,gps,31.94
171,rpm,1.46
171,vool,17.04
171,pinge,13.81
171,temp,14.93
171,gps,29.38
172,rpm,1.44
172,vool,17.06
172,pinge,13.8
172,temp,14.93
172,gps,30.95
173,rpm,1.51
173,vool,17.04
173,pinge,13.84
173,temp,14.94
173,gps,30.52
174,rpm,1.55
174,vool,17.01
174,pinge,13.86
174,temp,14.98
174,gps,28.87
175,rpm,1.6
175,vool,17.02
175,pinge,13.82
175,temp,15.0
175,gps,26.96
176,rpm,1.64
176,vool,17.01
176,pinge,13.78
176,temp,14.98
176,gps,29.89
177,rpm,1.67
177,vool,17.0
177,pinge,13.78
177,temp,15.01
177,gps,27.27
178,rpm,1.69
178,vool,17.02
178,pinge,13.8
178,temp,14.99
178,gps,26.88
179,rpm,1.61
179,vool,17.07
179,pinge,13.79
179,temp,14.99
179,gps,26.44
180,rpm,1.72
180,vool,17.12
180,pinge,13.76
180,temp,14.96
180,gps,29.4
181,rpm,1.66
181,vool,17.13
181,pinge,13.73
181,temp,15.01
181,gps,31.5
182,rpm,1.6
182,vool,17.14
182,pinge,13.73
182,temp,14.99
182,gps,31.46
183,rpm,1.52
183,vool,17.14
183,pinge,13.69
183,temp,15.0
183,gps,32.43
184,rpm,1.62
184,vool,17.1
184,pinge,13.74
184,temp,14.95
184,gps,30.36
185,rpm,1.61
185,vool,17.12
185,pinge,13.71
185,temp,14.97
185,gps,29.1
186,rpm,1.59
186,vool,17.11
186,pinge,13.69
186,temp,14.93
186,gps,29.29
187,rpm,1.7
187,vool,17.15
187,pinge,13.65
187,temp,14.9
187,gps,28.07
188,rpm,1.79
188,vool,17.18
188,pinge,13.61
188,temp,14.94
188,gps,30.83
189,rpm,1.84
189,vool,17.22
189,pinge,13.58
189,temp,14.95
189,gps,31.81
190,rpm,1.88
190,vool,17.24
190,pinge,13.57
190,temp,14.91
190,gps,32.85
191,rpm,1.9
191,vool,17.26
191,pinge,13.57
191,temp,14.93
191,gps,31.87
192,rpm,1.89
192,vool,17.3
192,pinge,13.54
192,temp,14.96
192,gps,30.54
193,rpm,1.91
193,vool,17.25
193,pinge,13.55
193,temp,14.97
193,gps,27.97
194,rpm,1.92
194,vool,17.21
194,pinge,13.54
194,temp,14.94
194,gps,27.85
195,rpm,1.93
195,vool,17.18
195,pinge,13.54
195,temp,14.95
195,gps,27.45
196,rpm,1.86
196,vool,17.18
196,pinge,13.55
196,temp,14.95
196,gps,27.04
197,rpm,1.87
197,vool,17.17
197,pinge,13.52
197,temp,14.91
197,gps,25.21
198,rpm,1.81
198,vool,17.17
198,pinge,13.53
198,temp,14.9
198,gps,28.19
199,rpm,1.72
199,vool,17.21
199,pinge,13.54
199,temp,14.86
199,gps,30.82
200,rpm,1.8
200,vool,17.22
200,pinge,13.52
200,temp,14.82
200,gps,27.91
201,rpm,1.71
201,vool,17.17
201,pinge,13.49
201,temp,14.78
201,gps,24.94
202,rpm,1.62
202,vool,17.16
202,pinge,13.5
202,temp,14.8
202,gps,25.96
203,rpm,1.53
203,vool,17.13
203,pinge,13.49
203,temp,14.8
203,gps,25.41
204,rpm,1.47
204,vool,17.11
204,pinge,13.48
204,temp,14.82
204,gps,25.53
205,rpm,1.46
205,vool,17.08
205,pinge,13.44
205,temp,14.86
205,gps,24.17
206,rpm,1.39
206,vool,17.03
206,pinge,13.47
206,temp,14.87
206,gps,26.26
207,rpm,1.38
207,vool,17.01
207,pinge,13.46
207,temp,14.9
207,gps,24.3
208,rpm,1.38
208,vool,17.0
208,pinge,13.43
208,temp,14.94
208,gps,23.41
209,rpm,1.46
209,vool,17.02
209,pinge,13.43
209,temp,14.96
209,gps,21.52
210,rpm,1.51
210,vool,16.97
210,pinge,13.44
210,temp,14.96
210,gps,23.28
211,rpm,1.44
211,vool,17.01
211,pinge,13.45
211,temp,14.92
211,gps,25.45
212,rpm,1.52
212,vool,17.02
212,pinge,13.43
212,temp,14.92
212,gps,25.57
213,rpm,1.47
213,vool,17.03
213,pinge,13.43
213,temp,14.93
213,gps,25.2
214,rpm,1.42
214,vool,17.03
214,pinge,13.39
214,temp,14.95
214,gps,23.18
215,rpm,1.51
215,vool,17.02
215,pinge,13.42
215,temp,14.92
215,gps,26.06
216,rpm,1.56
216,vool,17.03
216,pinge,13.42
216,temp,14.91
216,gps,28.07
217,rpm,1.62
217,vool,17.06
217,pinge,13.39
217,temp,14.92
217,gps,25.7
218,rpm,1.62
218,vool,17.07
218,pinge,13.42
218,temp,14.9
218,gps,26.52
219,rpm,1.66
219,vool,17.05
219,pinge,13.46
219,temp,14.88
219,gps,26.49
220,rpm,1.73
220,vool,17.04
220,pinge,13.46
220,temp,14.86
220,gps,27.01
221,rpm,1.67
221,vool,17.06
221,pinge,13.5
221,temp,14.88
221,gps,24.93
222,rpm,1.63
222,vool,17.09
222,pinge,13.5
222,temp,14.89
222,gps,23.59
223,rpm,1.58
223,vool,17.09
223,pinge,13.53
223,temp,14.94
223,gps,20.62
224,rpm,1.5
224,vool,17.04
224,pinge,13.52
224,temp,14.97
224,gps,22.52
225,rpm,1.58
225,vool,17.0
225,pinge,13.55
225,temp,15.02
225,gps,22.32
226,rpm,1.55
226,vool,17.03
226,pinge,13.59
226,temp,15.01
226,gps,24.85
227,rpm,1.51
227,vool,17.02
227,pinge,13.64
227,temp,14.99
227,gps,22.03
228,rpm,1.51
228,vool,16.98
228,pinge,13.66
228,temp,15.02
228,gps,23.2
229,rpm,1.53
229,vool,16.95
229,pinge,13.63
229,temp,15.0
229,gps,22.83
230,rpm,1.56
230,vool,16.93
230,pinge,13.6
230,temp,15.02
230,gps,23.36
231,rpm,1.47
231,vool,16.92
231,pinge,13.64
231,temp,14.97
231,gps,21.27
232,rpm,1.54
232,vool,16.88
232,pinge,13.62
232,temp,14.95
232,gps,23.22
233,rpm,1.6
233,vool,16.87
233,pinge,13.58
233,temp,14.9
233,gps,21.77
234,rpm,1.68
234,vool,16.85
234,pinge,13.6
234,temp,14.88
234,gps,22.67
235,rpm,1.66
235,vool,16.86
235,pinge,13.6
235,temp,14.91
235,gps,21.97
236,rpm,1.62
236,vool,16.9
236,pinge,13.56
236,temp,14.88
236,gps,20.22
237,rpm,1.7
237,vool,16.89
237,pinge,13.6
237,temp,14.92
237,gps,20.48
238,rpm,1.71
238,vool,16.88
238,pinge,13.64
238,temp,14.89
238,gps,17.95
239,rpm,1.61
239,vool,16.86
239,pinge,13.65
239,temp,14.86
239,gps,19.23
240,rpm,1.62
240,vool,16.86
240,pinge,13.68
240,temp,14.84
240,gps,19.3
241,rpm,1.6
241,vool,16.82
241,pinge,13.72
241,temp,14.88
241,gps,17.43
242,rpm,1.5
242,vool,16.82
242,pinge,13.73
242,temp,14.86
242,gps,16.54
243,rpm,1.56
243,vool,16.85
243,pinge,13.69
243,temp,14.9
243,gps,14.89
244,rpm,1.6
244,vool,16.89
244,pinge,13.73
244,temp,14.92
244,gps,15.34
245,rpm,1.67
245,vool,16.88
245,pinge,13.76
245,temp,14.94
245,gps,14.42
246,rpm,1.68
246,vool,16.84
246,pinge,13.75
246,temp,14.96
246,gps,15.56
247,rpm,1.67
247,vool,16.84
247,pinge,13.76
247,temp,14.97
247,gps,13.53
248,rpm,1.68
248,vool,16.82
248,pinge,13.78
248,temp,14.92
248,gps,11.77
249,rpm,1.76
249,vool,16.85
249,pinge,13.78
249,temp,14.9
249,gps,9.07
250,rpm,1.75
250,vool,16.85
250,pinge,13.81
250,temp,14.89
250,gps,9.5
251,rpm,1.79
251,vool,16.82
251,pinge,13.86
251,temp,14.85
251,gps,10.21
252,rpm,1.81
252,vool,16.86
252,pinge,13.84
252,temp,14.8
252,gps,10.79
253,rpm,1.88
253,vool,16.85
253,pinge,13.87
253,temp,14.77
253,gps,10.38
254,rpm,1.91
254,vool,16.84
254,pinge,13.91
254,temp,14.79
254,gps,9.73
255,rpm,1.91
255,vool,16.85
255,pinge,13.92
255,temp,14.76
255,gps,10.79
256,rpm,1.84
256,vool,16.83
256,pinge,13.89
256,temp,14.73
256,gps,13.57
257,rpm,1.79
257,vool,16.83
257,pinge,13.84
257,temp,14.77
257,gps,11.2
258,rpm,1.9
258,vool,16.8
258,pinge,13.81
258,temp,14.76
258,gps,12.16
259,rpm,1.97
259,vool,16.85
259,pinge,13.76
259,temp,14.77
259,gps,14.2
260,rpm,1.98
260,vool,16.88
260,pinge,13.79
260,temp,14.73
260,gps,12.77
261,rpm,1.94
261,vool,16.85
261,pinge,13.84
261,temp,14.77
261,gps,13.81
262,rpm,1.88
262,vool,16.84
262,pinge,13.84
262,temp,14.79
262,gps,15.84
263,rpm,1.86
263,vool,16.83
263,pinge,13.88
263,temp,14.79
263,gps,16.17
264,rpm,1.8
264,vool,16.84
264,pinge,13.88
264,temp,14.8
264,gps,16.46
265,rpm,1.7
265,vool,16.86
265,pinge,13.91
265,temp,14.81
265,gps,15.65
266,rpm,1.72
266,vool,16.85
266,pinge,13.91
266,temp,14.85
266,gps,16.51
267,rpm,1.8
267,vool,16.86
267,pinge,13.94
267,temp,14.89
267,gps,15.74
268,rpm,1.7
268,vool,16.86
268,pinge,13.94
268,temp,14.92
268,gps,13.06
269,rpm,1.75
269,vool,16.83
269,pinge,13.91
269,temp,14.87
269,gps,13.56
270,rpm,1.84
270,vool,16.84
270,pinge,13.88
270,temp,14.87
270,gps,12.41
271,rpm,1.83
271,vool,16.84
271,pinge,13.88
271,temp,14.91
271,gps,14.06
272,rpm,1.9
272,vool,16.89
272,pinge,13.91
272,temp,14.87
272,gps,11.12
273,rpm,1.86
273,vool,16.92
273,pinge,13.88
273,temp,14.9
273,gps,9.41
274,rpm,1.88
274,vool,16.93
274,pinge,13.92
274,temp,14.85
274,gps,10.02
275,rpm,1.78
275,vool,16.9
275,pinge,13.94
275,temp,14.8
275,gps,12.3
276,rpm,1.8
276,vool,16.87
276,pinge,13.99
276,temp,14.81
276,gps,13.08
277,rpm,1.9
277,vool,16.91
277,pinge,13.95
277,temp,14.85
277,gps,14.11
278,rpm,1.93
278,vool,16.86
278,pinge,13.92
278,temp,14.87
278,gps,12.46
279,rpm,1.97
279,vool,16.83
279,pinge,13.88
279,temp,14.89
279,gps,13.0
280,rpm,1.93
280,vool,16.82
280,pinge,13.83
280,temp,14.88
280,gps,15.24
281,rpm,1.86
281,vool,16.82
281,pinge,13.78
281,temp,14.84
281,gps,13.63
282,rpm,1.96
282,vool,16.78
282,pinge,13.78
282,temp,14.79
282,gps,14.44
283,rpm,1.96
283,vool,16.81
283,pinge,13.81
283,temp,14.75
283,gps,16.55
284,rpm,2.06
284,vool,16.79
284,pinge,13.83
284,temp,14.71
284,gps,15.35
285,rpm,2.05
285,vool,16.77
285,pinge,13.81
285,temp,14.71
285,gps,13.13
286,rpm,2.09
286,vool,16.77
286,pinge,13.83
286,temp,14.76
286,gps,14.17
287,rpm,2.0
287,vool,16.76
287,pinge,13.83
287,temp,14.72
287,gps,15.44
288,rpm,1.98
288,vool,16.76
288,pinge,13.8
288,temp,14.73
288,gps,15.18
289,rpm,2.05
289,vool,16.74
289,pinge,13.83
289,temp,14.69
289,gps,12.23
290,rpm,1.97
290,vool,16.77
290,pinge,13.83
290,temp,14.67
290,gps,11.74
291,rpm,1.98
291,vool,16.74
291,pinge,13.86
291,temp,14.67
291,gps,12.87
292,rpm,1.96
292,vool,16.7
292,pinge,13.87
292,temp,14.65
292,gps,15.65
293,rpm,1.86
293,vool,16.75
293,pinge,13.91
293,temp,14.62
293,gps,13.96
294,rpm,1.88
294,vool,16.79
294,pinge,13.95
294,temp,14.61
294,gps,15.74
295,rpm,1.94
295,vool,16.78
295,pinge,13.98
295,temp,14.57
295,gps,14.82
296,rpm,1.97
296,vool,16.74
296,pinge,13.97
296,temp,14.53
296,gps,13.87
297,rpm,1.9
297,vool,16.77
297,pinge,13.97
297,temp,14.56
